,bpi,disclaimer,time
2014-10-24,355.1695,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-10-25,346.1126,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-10-26,351.5414,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-10-27,348.9613,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-10-28,351.8971,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-10-29,333.3788,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-10-30,343.7828,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-10-31,336.7995,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-01,325.3865,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-02,323.7426,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-03,324.2303,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-04,328.2833,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-05,337.139,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-06,348.235,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-07,341.0795,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-08,344.034,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-09,363.3062,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-10,365.2897,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-11,366.9933,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-12,427.2403,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-13,417.1528,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-14,398.4273,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-15,375.1288,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-16,388.5542,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-17,385.8593,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-18,372.377,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-19,377.2368,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-20,356.1388,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-21,348.8617,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-22,352.0417,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-23,366.7687,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-24,375.2355,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-25,375.7174,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-26,368.5104,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-27,369.1426,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-28,375.8489,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-29,375.2228,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-11-30,377.0901,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-01,378.6444,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-02,381.5364,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-03,374.9728,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-04,369.155,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-05,376.0361,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-06,374.0196,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-07,374.2558,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-08,360.9419,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-09,351.2694,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-10,344.6171,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-11,347.1331,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-12,350.9412,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-13,347.4713,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-14,351.1439,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-15,345.0961,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-16,326.0815,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-17,319.1713,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-18,310.7458,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-19,317.006,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-20,329.5742,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-21,319.2411,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-22,330.6709,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-23,334.0467,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-24,321.8843,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-25,318.6118,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-26,327.1582,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-27,315.167,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-28,316.7959,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-29,312.4412,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-30,309.8708,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-12-31,319.6958,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-01,313.9247,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-02,314.5916,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-03,279.8507,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-04,263.6343,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-05,272.9486,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-06,285.5759,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-07,294.8778,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-08,283.2513,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-09,288.8441,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-10,274.0668,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-11,265.3692,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-12,267.0873,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-13,226.9823,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-14,177.2795,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-15,210.4636,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-16,207.2243,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-17,199.625,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-18,209.932,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-19,213.9783,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-20,210.4817,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-21,225.9816,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-22,232.6616,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-23,232.9673,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-24,247.9855,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-25,254.5073,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-26,271.9491,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-27,262.0605,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-28,233.2087,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-29,232.4048,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-30,226.5033,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-01-31,216.9137,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-01,226.3959,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-02,237.5409,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-03,226.9566,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-04,226.7291,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-05,216.7714,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-06,222.4823,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-07,227.3275,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-08,222.8677,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-09,220.1743,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-10,220.0829,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-11,219.4922,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-12,221.8513,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-13,235.7869,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-14,257.4741,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-15,234.3292,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-16,233.5618,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-17,243.5983,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-18,236.2137,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-19,239.835,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-20,243.7756,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-21,244.2557,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-22,235.5299,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-23,238.0845,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-24,238.7601,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-25,237.2513,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-26,236.0951,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-27,252.5111,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-02-28,253.5283,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-01,258.7425,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-02,271.3525,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-03,281.4497,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-04,271.9222,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-05,274.865,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-06,272.2111,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-07,275.8898,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-08,274.4754,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-09,288.5161,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-10,290.512,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-11,295.8301,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-12,293.8671,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-13,284.2838,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-14,281.3615,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-15,285.3415,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-16,290.3763,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-17,284.4553,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-18,255.3662,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-19,259.7404,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-20,260.838,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-21,259.6162,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-22,267.7968,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-23,265.9432,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-24,245.4422,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-25,246.1339,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-26,247.648,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-27,246.5814,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-28,252.252,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-29,242.0165,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-30,246.852,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-03-31,243.3894,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-01,246.5548,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-02,252.2566,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-03,253.5439,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-04,253.1206,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-05,259.9451,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-06,254.5187,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-07,252.7965,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-08,244.3604,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-09,243.2604,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-10,235.2201,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-11,236.117,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-12,235.6352,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-13,223.4056,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-14,218.2741,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-15,223.5659,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-16,228.107,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-17,222.2325,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-18,222.843,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-19,221.6913,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-20,224.3076,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-21,235.815,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-22,233.923,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-23,235.5616,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-24,230.786,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-25,225.8529,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-26,218.815,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-27,228.4994,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-28,225.6763,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-29,225.9764,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-04-30,236.5704,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-01,232.1241,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-02,234.9045,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-03,240.1203,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-04,238.7688,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-05,236.5532,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-06,230.0478,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-07,237.7829,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-08,243.3946,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-09,240.4825,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-10,239.6312,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-11,241.8539,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-12,240.99,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-13,235.7981,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-14,236.739,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-15,237.3101,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-16,235.7265,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-17,236.0996,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-18,232.8655,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-19,231.9434,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-20,234.2455,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-21,235.3048,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-22,240.519,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-23,239.0331,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-24,241.1864,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-25,237.4879,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-26,237.3271,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-27,237.1847,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-28,237.4716,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-29,237.1049,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-30,233.2939,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-05-31,229.9992,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-01,223.3086,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-02,225.7461,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-03,225.6452,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-04,224.371,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-05,225.0357,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-06,225.6791,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-07,223.3896,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-08,228.6452,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-09,229.3327,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-10,228.9521,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-11,230.0189,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-12,230.2041,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-13,232.7533,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-14,233.8536,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-15,237.3096,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-16,250.8977,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-17,249.1681,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-18,248.8732,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-19,243.547,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-20,245.2612,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-21,244.01,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-22,246.77,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-23,243.9862,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-24,240.2155,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-25,242.422,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-26,242.6424,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-27,250.7066,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-28,248.0673,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-29,256.4875,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-06-30,262.4843,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-01,257.6604,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-02,254.3505,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-03,255.5961,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-04,260.3488,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-05,271.0153,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-06,268.4935,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-07,264.9566,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-08,269.6459,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-09,268.1134,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-10,283.881,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-11,291.6873,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-12,309.9778,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-13,290.8811,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-14,286.1856,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-15,283.8231,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-16,277.8273,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-17,278.4883,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-18,274.4938,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-19,272.4889,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-20,278.4139,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-21,275.0995,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-22,276.6174,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-23,275.6266,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-24,287.9738,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-25,288.1343,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-26,291.6372,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-27,292.7306,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-28,293.7851,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-29,288.7681,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-30,287.2898,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-07-31,283.9417,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-01,280.0371,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-02,281.65,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-03,280.4796,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-04,284.5033,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-05,281.3783,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
